DishName,Description,Region,MainIngredient,Ingredients,StateOfMainIngredient,DietType,MealEatenAtPartOfDay,Variations,FlavorProfiles,PreparationMethod,PreparationTimeMinutes,MeatCut
Weichselsuppe,A creamy soup with raisins and almonds.,"Bavaria, Austria, Switzerland",Fish,"fish, potatoes, onions, cream, raisins, almonds, broth, marjoram, lemon juice, salt, pepper",boiled,omnivore,"lunch, dinner","without raisins, without almonds","savory, creamy, nutty, buttery, mild",boiling,25,
Weihnachtlicher Kartoffelsalat mit Wuerstchen,"Potato salad with sausages, a festive dish.","Bavaria, Austria, Switzerland",Potato,"potatoes, sausages, onion, mayonnaise, mustard, vinegar, oil, herbs, pickles",boiled,"omnivore, vegetarian","lunch, dinner, anytime","with bacon, with eggs, with apple","savory, tangy, creamy, buttery",boiling,25,
Weihnachtstorte mit Bratapfel und Zimtsahne,A festive layered cake featuring baked apples and cinnamon cream.,"Bavaria, Austria, Switzerland",Apple,"apples, flour, sugar, eggs, butter, milk, cinnamon, vanilla, yeast, lemon",baked,"vegetarian, omnivore",anytime,"different fruit fillings, marzipan layer","sweet, fruity, aromatic, creamy, buttery",baked,120,
Weinbau in Deutschland,A hearty stew featuring wine as a key flavor component.,"Baden-Wurttemberg, Rhineland-Palatinate, Switzerland, Austria",Beef,"beef, red wine, onions, carrots, celery, bay leaf, peppercorns, flour, vegetable oil",braised,omnivore,dinner,"with mushrooms, with dumplings, with potatoes","savory, umami, aromatic, buttery",braising,150,
Weisser Bohnen-Topf mit Nuernberger Wuerstchen,A hearty stew of white beans and Nuremberg sausages.,"Bavaria, Austria, Switzerland",White Beans,"white beans, Nuremberg sausages, onion, celery, carrot, broth, bay leaf, marjoram, parsley, oil",boiled,"vegetarian, omnivore","lunch, dinner","different types of beans, smoked bacon, potatoes","savory, umami, aromatic, earthy, mild",boiling,35,Nuremberg Sausage
Weisser Sauerbraten,"Tender beef braised in a creamy, white wine sauce.","Bavaria, Austria, Baden-Württemberg",Beef,"beef, onion, white wine, cream, vinegar, bay leaf, peppercorns, juniper berries, carrots, celery",sliced,omnivore,dinner,"darker sauce, vegetable additions","sour, savory, aromatic, buttery, mild",braising,90,beef chuck
Weisser Spargel aus dem Backofen,Baked white asparagus with creamy sauce and herbs.,"Bavaria, Baden-Württemberg, Austria",White Asparagus,"white asparagus, cream, butter, shallots, parsley, salt, pepper, nutmeg",baked,"vegetarian, omnivore","lunch, dinner","with hollandaise sauce, with parmesan cheese","creamy, buttery, savory, mild, aromatic",baked,25,
Weisskohl Eintopf,A hearty stew featuring shredded cabbage and often smoked sausage.,"Bavaria, Austria, Switzerland",Cabbage,"cabbage, onion, smoked sausage, broth, caraway seeds, bay leaf, vinegar, oil",shredded,"vegetarian, vegan, omnivore","lunch, dinner","with potatoes, with apples, with bacon","savory, tangy, aromatic, mild",boiling,45,
Weisskohl-Gemuesesuppe mit Wuerstchen-Chips,A hearty soup with shredded cabbage and crispy sausage pieces.,"Bavaria, Austria, Switzerland",Cabbage,"cabbage, sausage, onion, carrots, celery, vegetable broth, bay leaf, marjoram, pepper, salt, oil",shredded,"omnivore, vegetarian","lunch, dinner","with potatoes, with smoked bacon, with different sausages","savory, aromatic, mild, buttery",boiled,25,sausage
Weisskohl-Kartoffel-Auflauf,Baked casserole with cabbage and potatoes.,"Bavaria, Austria, Switzerland",Cabbage,"cabbage, potatoes, onions, vegetable broth, cream, nutmeg, salt, pepper, butter",shredded,"vegetarian, omnivore","lunch, dinner","with bacon, with apples, with cheese","savory, creamy, buttery, mild, aromatic",baked,45,
Weisskohleintopf mit Hackbaellchen,A hearty stew featuring meatballs in a broth.,"Bavaria, Austria, Switzerland",Meatballs,"beef, pork, onion, broth, potatoes, carrots, celery, parsley, flour, egg, milk, salt, pepper",boiled,omnivore,"lunch, dinner","with different meats, with noodles, with dumplings","savory, umami, aromatic, mild, buttery",boiling,45,"ground beef, ground pork"
Weisskohleintopf nach DDR Rezept,A hearty soup featuring root vegetables and smoked meat.,"Saxony, Thuringia, Brandenburg",Root Vegetables,"potatoes, carrots, celery root, parsnip, smoked pork belly, onion, marjoram, salt, pepper, water",boiled,"omnivore, vegetarian","lunch, dinner","without meat, with different smoked meats","savory, smoky, earthy, aromatic, mild",boiling,60,smoked pork belly
Weisskraut fermentieren,Fermented cabbage dish with a tangy flavor.,"Austria, Bavaria, Switzerland",Cabbage,"cabbage, salt, water, caraway seeds, juniper berries",raw,"vegetarian, vegan, kosher, halal, omnivore",anytime,"Sauerkraut, pickled cabbage","sour, savory, aromatic",fermentation,15,
Weisswurst-Gulasch mit Spaetzle,"A hearty stew featuring boiled sausage, served with homemade noodles.","Bavaria, Austria, Switzerland",Weisswurst,"weisswurst, onion, carrots, celery, broth, paprika, spaetzle, marjoram, parsley",boiled,omnivore,"lunch, dinner","different types of sausages, different noodle shapes","savory, umami, aromatic, mild, buttery",simmered in sauce,30,
Weltmeister Bowle,"A fruit punch, typically served at festivals and celebrations.","Bavaria, Baden-Württemberg, Austria",Fruit,"fruit juice, lemonade, wine, fruit pieces, herbs",sliced,"vegetarian, vegan, omnivore",anytime,"different fruit combinations, sparkling wine","sweet, fruity, tangy",mixing,5,
Westfaelische Goetterspeise mit Obstkompott,"A creamy dessert with fruit compote, originating from Westphalia.","Westphalia, North Rhine-Westphalia, Lower Saxony, Netherlands",Cream,"cream, fruit, sugar, vanilla, lemon juice, gelatin",whipped,"vegetarian, omnivore",anytime,"different fruits, different fruit compotes","sweet, fruity, creamy, tangy",whipping,15,
Wickelkloesse,"Dumplings wrapped around a savory filling, often served with a rich sauce.","Bavaria, Austria, Switzerland",Potato,"potato, flour, onion, bacon, marjoram, nutmeg, salt, pepper, broth",boiled,"vegetarian, omnivore","lunch, dinner","with spinach, with cheese, with meat","savory, nutty, aromatic, creamy, buttery",boiling,30,
Wiener Wuerstchen,"Thin, cooked sausages often served in a bun.","Austria, Bavaria, Switzerland",Pork,"pork, beef, salt, pepper, marjoram, garlic, nutmeg, sugar",boiled,"omnivore, halal",anytime,"with bread, with mustard, with sauerkraut","savory, aromatic, mild, smoky",boiling,10,
Wiener Wuerstchen,"Thin, cooked sausages, often served with bread and mustard.","Bavaria, Austria, Switzerland",Sausage,"pork, beef, salt, pepper, marjoram, nutmeg, garlic, water",boiled,"omnivore, halal, kosher",anytime,"with cheese, smoked, with herbs","savory, smoky, aromatic, mild",boiling,10,
Wild-Burger mit Honig-Senf-Mayo & Pastinaken-Rote-Bete-Salat,"A burger featuring game meat, honey-mustard mayonnaise, and a parsnip-beet salad.","Bavaria, Austria, Switzerland",Game Meat,"game meat, burger bun, honey, mustard, mayonnaise, parsnip, beetroot, lettuce, onion, oil, salt, pepper",ground,omnivore,"lunch, dinner","venison, elk, wild boar","sweet, savory, earthy, aromatic",frying,15,game meat
Wildschweinkeule mit Knochen,Roasted wild boar shoulder with bone.,"Bavaria, Baden-Württemberg, Austria",Wild Boar Shoulder,"wild boar shoulder, salt, pepper, juniper berries, bay leaves, onions, carrots, celery, red wine, broth",roasted,omnivore,dinner,"braised, stewed, pulled","savory, smoky, earthy, aromatic",roasting,180,shoulder
Winter-Kartoffelsalat mit Sprossen und Haehnchenfilet,Warm potato salad with sprouts and chicken fillet.,"Rhineland, North Rhine-Westphalia, Austria",Potato,"potato, chicken fillet, sprouts, onion, vinegar, oil, mustard, herbs, salt, pepper",boiled,"omnivore, vegetarian","lunch, dinner","with bacon, without chicken, with different vinegar","sour, savory, aromatic, tangy, buttery",boiling,25,chicken breast
Wintereintopf mit Kartoffeln und Wuerstchen,Hearty stew perfect for cold weather.,"Bavaria, Austria, Switzerland",Potato,"potato, sausage, carrot, celery, onion, broth, water, herbs, salt, pepper",boiled,"omnivore, vegetarian","lunch, dinner","with beans, with lentils, with different sausages","savory, earthy, aromatic, mild",boiling,45,sausage
Winterliches Kartoffelgratin,Creamy potato bake with a wintery twist.,"Bavaria, Austria, Switzerland",Potato,"potato, cream, milk, nutmeg, onion, garlic, parmesan cheese, butter, salt, pepper",sliced,"vegetarian, omnivore",dinner,"with bacon, with mushrooms, with leeks","creamy, cheesy, buttery, savory, aromatic, mild",baked,45,
Winterliches Kohl-Curry,A hearty vegetable curry with a warming winter flavor.,"Bavaria, Austria, Switzerland",Cabbage,"cabbage, carrots, onions, potatoes, curry powder, vegetable broth, coconut milk, ginger, garlic, oil, salt, pepper",shredded,"vegetarian, vegan, omnivore",dinner,"with potatoes, with apples, with lentils","savory, aromatic, earthy, spicy, umami",simmered in sauce,30,
Wirsing (als Beilage),Braised cabbage with a savory sauce.,"Bavaria, Baden-Württemberg, Austria",Cabbage,"cabbage, onion, apples, vegetable broth, butter, salt, pepper, caraway seeds",braised,"vegetarian, vegan, omnivore","lunch, dinner","with bacon, with sausage, with potatoes","savory, earthy, aromatic, buttery",braising,30,
Wirsing Lasagne,"Layers of cabbage, creamy sauce, and cheese baked to perfection.","Bavaria, Baden-Württemberg, Austria",Cabbage,"cabbage, cream, onions, nutmeg, flour, cheese, butter, salt, pepper",boiled,"vegetarian, omnivore",dinner,"with ground beef, with mushrooms","savory, creamy, cheesy, buttery, aromatic",baked,45,
Wirsing mit Hackfleisch geschichtet,Layered cabbage and minced meat casserole.,"Bavaria, Baden-Württemberg, Austria",Cabbage,"cabbage, ground meat, onion, broth, bay leaf, nutmeg, flour, butter, salt, pepper",shredded,"omnivore, vegetarian",dinner,"with potatoes, with mushrooms, with apples","savory, aromatic, earthy, buttery",baked,45,ground beef
Wirsing-Fladen,Braised cabbage with bacon and onions.,"Bavaria, Baden-Württemberg, Austria",Cabbage,"cabbage, bacon, onion, broth, vinegar, nutmeg, marjoram, oil",braised,"omnivore, vegetarian","lunch, dinner","with apples, with potatoes, without bacon","savory, aromatic, buttery, tangy",braising,45,
Wirsing-Hackfleisch-Auflauf,Savory cabbage and minced meat casserole.,"Bavaria, Austria, Switzerland",Cabbage,"cabbage, ground beef, onion, broth, cream, nutmeg, salt, pepper, flour",shredded,"omnivore, vegetarian",dinner,"with potatoes, with mushrooms, with lentils","savory, creamy, aromatic, cheesy, mild",baked,45,ground beef
Wirsing-Kartoffel-Auflauf,Savory cabbage and potato casserole.,"Bavaria, Austria, Switzerland",Cabbage,"cabbage, potatoes, onions, cream, broth, nutmeg, salt, pepper, butter",shredded,"vegetarian, omnivore",dinner,"with bacon, with sausage, with mushrooms","savory, creamy, buttery, mild, earthy",baked,45,
Wirsingeintopf,A hearty stew featuring cabbage and often meat.,"Bavaria, Austria, Baden-Württemberg",Cabbage,"cabbage, onion, bacon, broth, caraway seeds, bay leaf, vinegar, salt, pepper",boiled,"omnivore, vegetarian","lunch, dinner","with potatoes, with smoked sausage, without meat","savory, aromatic, tangy, earthy, mild",boiling,30,bacon
Wirsingkuchen,Savory pie filled with braised cabbage and often bacon.,"Bavaria, Baden-Württemberg, Austria",Cabbage,"cabbage, bacon, onion, flour, butter, milk, nutmeg, salt, pepper",braised,"omnivore, vegetarian","lunch, dinner","with potatoes, with apples, without bacon","savory, buttery, earthy, mild",braising,45,bacon
Wirsingrouladen in Tomatensosse (Low carb),"Cabbage rolls with a tomato sauce, adapted for a low-carbohydrate diet.","Bavaria, Austria, Switzerland",Cabbage,"cabbage, ground beef, onion, tomato sauce, carrots, celery, herbs, salt, pepper",boiled,"omnivore, vegetarian","lunch, dinner","with rice, with mashed potatoes, with different meats","savory, aromatic, tangy, buttery",engulfed in sauce,60,ground beef
Wirsingrouladen mit Rosmarinkartoffeln und Kraeuterquark,"Cabbage rolls filled with meat and rice, served with rosemary potatoes and herb quark.","Bavaria, Baden-Württemberg, Austria",Cabbage,"cabbage, ground beef, rice, onion, bacon, paprika, tomato paste, rosemary, potatoes, quark, herbs, salt, pepper",boiled,"omnivore, vegetarian",dinner,"with pork, with veal, vegetarian","savory, umami, aromatic, buttery",baked,60,ground beef
Wolkenkuchen DDR Rezept,"Fluffy, baked sponge cake with a sweet meringue topping.","Eastern Europe, Poland, Czech Republic",Eggs,"eggs, sugar, flour, vanilla, lemon zest, baking powder",whisked,"vegetarian, omnivore","breakfast, anytime","different fruit additions, chocolate","sweet, creamy, aromatic",baking,35,
Wuerstchen im Schlafrock,Bread rolls filled with sausages and mustard.,"North Rhine-Westphalia, Lower Saxony, Netherlands",Sausage,"bread rolls, sausages, mustard, butter",cooked,omnivore,anytime,"different types of sausage, different bread rolls","savory, aromatic, buttery, tangy",boiling,10,
Wuerstchen mit Kartoffelsalat,Cooked sausages served with potato salad.,"Bavaria, Baden-Württemberg, Austria",Sausage,"potatoes, vinegar, mustard, onions, pickles, sausage, broth, oil",cooked,"omnivore, vegetarian","lunch, anytime","with different types of sausage, vinegar based, mayonnaise based","savory, tangy, aromatic",boiling,15,
Wuerstchen-Gulasch mit Pommes frites,A hearty stew of sausages served with french fries.,"Bavaria, Austria, Switzerland",Sausage,"sausage, onions, tomatoes, paprika, beef broth, caraway, potatoes, oil, salt, pepper",cooked,omnivore,dinner,"with sauerkraut, with mashed potatoes, with bread dumplings","savory, umami, aromatic, spicy",simmered in sauce,25,
Wuerzfleisch,Seasoned and braised meat dish with vegetables.,"Bavaria, Austria, Switzerland",Pork,"pork, onions, celery, carrots, bay leaf, marjoram, thyme, vinegar, red wine, vegetable stock, flour, oil",braised,omnivore,dinner,"with dumplings, with potatoes, with noodles","savory, aromatic, earthy, buttery",braising,120,Pork Shoulder
Wuerzige Krautpfanne mit Kabanossi,Savory pan with sauer kraut and sausage.,"Bavaria, Austria, Switzerland",Sauer Kraut,"sauer kraut, kabanossi, onion, oil, paprika, caraway, salt, pepper",cooked,"omnivore, vegetarian","lunch, dinner","with bacon, with potatoes, with different sausages","savory, aromatic, tangy, smoky, umami",frying,25,kabanossi
Wuerzige Specktorte,Savory layered pastry with bacon and herbs.,"Bavaria, Austria, Switzerland",Bacon,"bacon, flour, eggs, milk, onion, herbs, salt, pepper, butter",cooked,omnivore,anytime,"with potatoes, with cheese, vegetarian","savory, smoky, buttery, aromatic",frying,30,bacon
Wuerzige Zwiebelsuppe mit Kraeutern,A rich and flavorful soup with caramelized onions and herbs.,"Alsace, Lorraine, Rhineland-Palatinate, Switzerland",Onion,"onion, beef broth, butter, bay leaf, thyme, rosemary, garlic, baguette, gruyere cheese, white wine",caramelized,"vegetarian, omnivore",dinner,"with beer, with bacon, with different cheeses","savory, aromatic, cheesy, buttery, umami",simmering,30,
Wuerziger Fisch-Burger mit Kabeljaufilet,Spiced fish burger with cod fillet and flavorful toppings.,"Northern Europe, Netherlands, Austria",Cod fillet,"cod fillet, breadcrumbs, onion, spices, mayonnaise, lettuce, tomato, pickles, burger buns",cooked,"omnivore, halal, kosher","lunch, dinner, anytime","grilled fish, different fish types, vegetarian patty","savory, aromatic, spicy, buttery",pan-fried,15,
Wuerziger Kartoffeleintopf,A hearty and flavorful potato stew with aromatic spices.,"Bavaria, Austria, Switzerland",Potato,"potato, onion, carrot, celery, vegetable broth, bay leaf, marjoram, thyme, paprika, nutmeg, salt, pepper, oil",boiled,"vegetarian, vegan, omnivore","lunch, dinner","with smoked sausage, with bacon, with mushrooms","savory, aromatic, earthy, spicy, umami",simmering,30,
Wurstgulasch,A hearty stew of sausage and vegetables in a rich sauce.,"Austria, Bavaria, Saxony",Sausage,"sausage, onion, bell pepper, tomato, paprika, caraway, broth, oil",sliced,omnivore,"lunch, dinner","with potatoes, with mushrooms, vegetarian","savory, umami, aromatic, spicy",simmered in sauce,30,
Wurzelgemuese Risotto mit Kichererbsen-Mandel-Topping,Creamy risotto with root vegetables and a chickpea-almond topping.,"Bavaria, Austria, Switzerland",Risotto,"root vegetables, chickpeas, almonds, vegetable broth, onion, garlic, parmesan cheese, olive oil, butter, lemon juice",cooked,"vegetarian, vegan, omnivore","lunch, dinner","with different root vegetables, with herbs, with different nuts","savory, umami, nutty, creamy, buttery, earthy",simmering,25,
